amount,hour,device_trust,fraud
7398,9,1,0
18563,9,1,0
16141,20,1,0
9618,11,0,0
9262,2,1,0
13775,22,0,0
1036,14,1,0
11261,2,0,0
12242,17,1,0
6713,8,1,0
13802,3,0,0
4767,18,0,0
295,11,1,0
15614,3,1,0
13460,12,0,0
18934,9,1,0
9543,14,1,0
13803,0,1,0
13493,12,1,0
8905,23,1,0
17912,23,1,0
7506,3,0,0
4023,15,1,0
9356,3,1,0
18338,13,0,0
18318,16,1,0
14586,19,1,0
10814,20,1,0
10211,9,1,0
18380,23,0,1
12513,11,1,0
833,20,1,0
7621,20,1,0
16400,11,1,0
16416,10,1,0
15166,15,1,0
12990,11,1,0
17835,9,0,0
12051,1,1,0
18042,5,0,0
2605,9,0,0
6251,23,1,0
19828,1,0,0
10808,1,0,0
15202,3,0,0
16708,17,0,0
7542,6,0,0
15731,21,1,0
6279,14,1,0
10370,13,1,0
8374,23,1,0
7805,20,1,0
9953,6,1,0
14223,15,0,0
16341,5,1,0
9602,0,1,0
12867,15,1,0
18783,15,1,0
1693,4,1,0
7172,2,1,0
18803,19,1,0
1301,14,1,0
11627,17,1,0
5463,10,1,0
1113,1,1,0
10076,23,0,1
6027,17,1,0
14011,22,0,0
1075,1,1,0
14486,12,0,0
18313,18,1,0
7456,6,1,0
19734,6,1,0
8402,15,1,0
1648,18,1,0
3378,4,0,0
7717,6,0,0
11973,8,1,0
17370,4,0,0
11201,21,0,0
14542,8,0,0
2310,0,1,0
19391,15,0,0
8428,21,1,0
5246,9,0,0
17364,11,1,0
10567,8,1,0
17717,23,1,0
7613,8,0,0
11879,11,1,0
19654,13,1,0
15077,4,0,0
1371,13,1,0
8031,5,0,0
4007,7,1,0
625,10,1,0
4859,1,1,0
3384,13,0,0
7137,19,0,0
15780,23,1,0
13015,23,0,1
643,17,1,0
4435,12,1,0
16643,2,1,0
13416,3,0,0
15388,22,1,0
14060,18,1,0
11013,8,1,0
7419,16,0,0
9223,9,1,0
8442,1,1,0
2877,17,1,0
415,2,1,0
19034,19,1,0
2071,16,1,0
18960,16,1,0
1478,13,1,0
14570,3,1,0
3985,14,1,0
9306,18,1,0
12249,8,1,0
3679,0,1,0
4537,14,1,0
15016,5,1,0
2557,6,0,0
17543,9,1,0
17100,3,0,0
16157,2,0,0
6355,20,0,0
3513,19,0,0
5115,1,1,0
352,0,0,0
12392,17,1,0
12000,22,1,0
1356,13,1,0
2878,18,1,0
14615,0,1,0
11843,21,0,0
8457,4,1,0
323,21,1,0
15603,2,1,0
14724,0,1,0
3621,10,1,0
4791,22,1,0
2188,18,1,0
9904,1,1,0
12363,0,0,0
3291,14,1,0
19445,14,1,0
8287,18,1,0
9788,23,0,0
13042,7,0,0
14536,4,0,0
5454,15,0,0
18160,16,0,0
580,10,1,0
5721,2,0,0
3249,14,1,0
10374,3,1,0
10817,17,1,0
524,21,0,0
4817,7,1,0
17083,4,1,0
12436,13,1,0
7865,12,0,0
12821,8,1,0
2355,1,1,0
13712,8,1,0
4837,15,0,0
9157,0,1,0
4831,11,0,0
1415,21,1,0
601,3,0,0
12163,0,1,0
2751,21,0,0
2083,21,1,0
12879,1,1,0
2404,10,1,0
13513,17,1,0
7960,9,1,0
6164,18,1,0
7916,21,1,0
6833,7,0,0
6211,6,1,0
16010,0,0,0
18148,15,0,0
3735,18,1,0
9363,15,1,0
13382,19,1,0
7035,21,1,0
5820,18,1,0
17932,4,1,0
13538,18,1,0
17823,7,1,0
15377,17,1,0
3618,16,0,0
2838,0,0,0
2394,0,1,0
19360,10,1,0
2048,6,1,0
14432,20,1,0
12467,4,1,0
14559,6,1,0
739,9,1,0
14950,7,0,0
18280,17,1,0
11882,22,1,0
8380,5,1,0
2035,18,0,0
720,23,1,0
4004,3,1,0
3278,15,0,0
9474,11,1,0
9894,15,1,0
12271,17,1,0
1821,21,0,0
11725,14,0,0
769,21,1,0
8559,11,0,0
9066,6,1,0
13416,5,1,0
15166,17,0,0
5335,16,0,0
10653,14,0,0
8149,23,1,0
19573,3,1,0
8379,11,0,0
12704,7,1,0
14548,9,1,0
13328,4,1,0
6041,3,0,0
17894,22,1,0
5870,16,0,0
14921,17,0,0
2507,1,0,0
14626,2,1,0
3471,19,1,0
11796,23,0,1
17321,13,1,0
13645,20,0,0
12123,12,1,0
11868,0,0,0
8007,18,1,0
11600,10,0,0
7499,13,1,0
5995,13,1,0
1205,8,1,0
13548,4,1,0
13570,16,1,0
17641,10,1,0
2253,2,1,0
1772,18,1,0
18393,18,1,0
12863,0,1,0
18262,0,1,0
7593,10,1,0
19792,16,1,0
11182,13,1,0
4186,23,1,0
10796,10,1,0
19307,5,1,0
12190,14,1,0
17078,22,0,0
16712,14,1,0
4724,21,1,0
4790,5,1,0
10939,23,1,0
13078,16,0,0
6466,0,0,0
18855,2,0,0
7431,11,1,0
17820,8,1,0
4645,0,1,0
9371,8,0,0
14789,12,0,0
10423,13,1,0
2872,22,1,0
14949,5,0,0
12295,17,1,0
8640,19,1,0
15376,11,1,0
19597,17,1,0
9948,11,1,0
17795,8,1,0
19511,21,1,0
7064,11,1,0
5507,13,1,0
6365,11,1,0
10793,12,1,0
19544,5,0,0
16807,10,1,0
18313,2,0,0
5238,6,0,0
16840,22,0,0
2006,12,0,0
4664,6,1,0
5153,20,1,0
8433,2,0,0
14322,10,0,0
7673,2,0,0
4394,16,1,0
4607,20,1,0
16280,12,0,0
10701,23,0,1
5717,7,0,0
5556,7,1,0
17178,19,1,0
2994,5,1,0
19904,20,0,0
3161,10,1,0
13948,22,0,0
18499,13,1,0
3906,20,1,0
12287,17,1,0
522,1,1,0
17760,13,0,0
125,20,1,0
19428,1,1,0
19775,9,1,0
8208,10,1,0
12242,20,1,0
16253,15,1,0
19352,2,0,0
4233,22,0,0
3768,5,1,0
15936,2,1,0
9237,0,1,0
15141,5,1,0
5580,2,0,0
19616,0,1,0
19037,21,0,0
10848,2,1,0
17786,12,0,0
8820,16,1,0
10123,1,0,0
6841,20,1,0
4944,9,1,0
17608,13,0,0
7127,21,1,0
10238,19,1,0
17910,22,1,0
15665,2,1,0
12198,10,1,0
17562,10,1,0
10774,13,0,0
14607,10,1,0
9259,16,0,0
2759,13,0,0
12078,14,1,0
7100,14,1,0
4283,6,1,0
19686,19,1,0
9796,7,1,0
6093,5,1,0
12440,23,0,1
11450,17,1,0
6608,7,1,0
10285,21,0,0
14348,7,0,0
8248,19,1,0
1688,1,1,0
12267,12,1,0
13047,9,1,0
6829,19,1,0
5176,7,1,0
5503,9,1,0
12172,7,1,0
13628,17,1,0
19562,0,1,0
3212,1,1,0
8893,21,0,0
15807,21,1,0
14007,14,1,0
11689,19,1,0
16736,18,0,0
17793,5,1,0
10629,15,1,0
1075,13,0,0
13905,7,1,0
14223,5,1,0
4235,21,1,0
16155,0,0,0
12625,12,1,0
10442,4,0,0
13975,4,1,0
14649,17,1,0
3729,22,1,0
13937,18,1,0
8054,20,1,0
18435,20,0,0
3137,14,1,0
14389,19,1,0
17667,14,1,0
9944,6,1,0
4370,16,1,0
3031,18,1,0
185,10,1,0
14256,10,1,0
3373,11,1,0
11478,21,0,0
19873,23,1,0
16037,15,0,0
12273,15,0,0
12915,21,1,0
7944,6,1,0
2699,6,0,0
2311,14,1,0
8776,20,1,0
7776,19,1,0
12934,10,1,0
9477,6,1,0
168,14,0,0
15960,21,1,0
14956,16,1,0
12719,8,0,0
397,4,0,0
1063,6,1,0
8426,22,1,0
15524,17,0,0
12630,22,1,0
656,0,1,0
2409,4,0,0
4053,4,1,0
2119,1,0,0
2864,15,1,0
951,4,1,0
11757,3,1,0
14198,20,1,0
15834,10,1,0
6765,12,1,0
7168,23,1,0
19262,3,1,0
395,13,0,0
9987,10,1,0
13712,9,0,0
15534,18,1,0
7793,20,1,0
18506,13,0,0
10006,0,0,0
5979,2,1,0
13124,17,1,0
